"24","        Other current transfer receipts, from business (net)",209,366,470,523,384,364,368,368,332,332,356,400,444,508,588,680,792,868,900,932,912,896,876,868,888,884,836,760,612,532,532,592,732,876,1004,1108,1160,1208,1256,1316,1376,1404,1412,1388,1308,1260,1212,1180,1272,1320,1340,1356,1332,1308,1300,1308,1320,1340,1368,1416,1480,1532,1572,1612,1796,1836,1884,1956,2072,2172,2240,2264,2332,2300,2244,2184,2152,2108,2088,2104,2156,2216,2296,2380,2504,2720,2888,3040,3260,3356,3368,3340,3124,2968,2848,2764,2676,2656,2696,2756,2916,3036,3188,3308,3628,3864,4064,4204,4332,4512,4880,5228,6148,6900,7096,7232,7048,6980,6656,6092,5468,5004,4860,5028,5644,6176,6748,7284,7852,8192,8396,8460,8176,8328,8712,9304,10356,10972,11484,11888,12032,12296,12480,12736,12780,13172,13980,15252,17608,19248,20568,21484,21948,22148,22332,22612,23340,23457,23008,21988,21274,20560,19729,19348,19600,20110,20762,21911,23271,23131,23193,23088,23280,22943,21872,20677,19154,17932,17026,16430,16501,16460,16271,15916,15120,14361,13671,13064,12808,12788,13249,14173,16013,17841,19644,21413,22798,23526,23242,21947,19720,18727,18953,20385,22844,25087,27114,28935,31182,32830,34807,37071,39821,41462,43301,45150,47874,48306,46984,43911,39083,35196,32252,30245,29607,28012,25463,21959,17500,15425,15734,18426,23713,26673,27306,25612,21591,19672,19855,22140,26527,29974,32482,34050,34678,35364,36108,36910,37771,38613,39437,40244,41032,42416,44087,47430,48755,49486,48924,47020,43529,40963,39148,38084,37786,37913,38483,39490,40873,42245,43605,44954,46366,48491,51323,54864,59113,61039,60642,57920,52876,49248,47035,46238,46857,47317,47610,47755,47742,47521,47092,46454,45862,50610,45895,46237
"25","    Less: Contributions for government social insurance, domestic",6348,5964,5160,4784,4848,4552,4580,4484,5176,5072,4796,4516,5312,5312,5496,5808,6616,6692,6556,6672,6944,6824,6872,7052,7064,7136,7172,7052,8068,8032,8052,8144,8876,9040,9196,9252,9856,9964,9992,10136,11396,11428,11500,11328,11328,11252,11420,11536,13656,13904,13860,13916,16424,16456,16508,16388,16740,16904,17064,17312,18888,19108,19192,19280,21336,21548,21756,22036,22036,22272,22516,22724,22888,23196,23552,24028,30376,30840,31924,32204,33632,34580,35240,36016,37588,38424,39072,39696,42908,43692,44624,45284,45984,46260,46712,46480,50468,51044,51308,51884,58140,58804,59492,60380,73628,74724,76068,77564,83100,84696,86360,86568,87632,88020,89764,91824,98948,100432,102192,103764,109284,112088,114332,116672,123899,129025,133358,138759,145963,150316,155360,159357,161928,162902,166951,172971,189856,193587,198362,200999,206006,208041,210318,211211,218918,222948,227655,234292,249459,255466,260496,264460,274338,278330,283194,289618,296703,300423,305477,311149,315921,320028,324781,331722,351077,358309,364503,372039,378034,382609,387190,393091,401638,406858,414575,417361,420996,427662,433494,438576,450376,455970,459087,454371,473801,474228,478782,482890,498048,505134,511021,518517,525522,530004,535357,540318,543196,551624,559000,566492,574362,581891,590522,602188,610261,619679,629462,639203,650155,655719,663026,676240,696009,698441,711600,717309,732326,733123,732370,734970,743108,751507,754343,757026,763323,773938,783785,796085,809187,823645,839195,844933,858093,866281,879533,889480,913205,918087,922630,936230,955692,957252,960568,972128,983972,986201,991546,991713,959828,966268,963814,967179,973619,984519,987394,989456,911816,914490,922877,917421,940311,944742,947647,969405,1090642,1103056,1106254,1117191,1139777,1144500,1156128,1173807,1188947,1200915,1210850,1218284,1225481,1231769,1242858,1256272,1276784,1289258,1304459,1323226,1343101,1352844,1369050,1376773,1408669,1414722,1418954,1432875,1451548,1388350,1441648,1462410
"26","Less: Personal current taxes",19165,19475,19721,20799,21198,18949,18245,18428,17803,16998,16303,15828,16622,17599,18915,22512,24425,26372,27791,29632,30876,31813,32274,33057,33411,33439,33187,32931,30196,29977,30005,30462,31412,32429,33364,34231,35367,36239,36901,37857,38578,38965,39197,38804,38178,37696,38945,39376,40758,41986,42679,43733,45292,46028,46528,46424,46511,46944,47402,48143,49402,50924,52319,53575,54101,54311,54593,55203,53755,49723,51575,53223,56964,58415,57005,58272,61526,65567,67854,70565,71175,70942,73833,75894,78564,81665,91861,95858,102602,105660,104139,105623,104573,105512,100657,101538,98331,100714,102307,105468,119785,123370,124277,127128,126399,129181,134089,139959,142792,148902,154911,157587,157988,121068,152831,158541,162503,169337,176128,182716,188798,195691,198551,208476,211996,223084,236298,247218,253625,261998,274827,285202,284825,292174,302195,318854,330898,342672,356887,352663,352515,359735,350149,356573,350873,359553,345432,355658,361174,370444,384110,395936,432285,388524,421527,428916,426304,429417,439467,456036,450732,511671,488976,506969,502070,497805,506668,517213,552879,566694,571581,579785,582523,594611,600726,600814,580772,585925,590237,598671,588897,607169,616201,638942,617005,643507,659210,675296,673667,697839,695382,705402,724613,746808,752216,769990,801731,839564,843542,863498,902112,916234,941108,967830,996132,1022352,1043209,1067989,1077946,1095158,1120596,1153957,1208755,1230160,1247708,1258695,1301904,1308869,1113622,1231793,1075158,1050988,1044121,1038444,1021348,1020795,950666,1021343,1012259,1026759,1064383,1091579,1172277,1196293,1225480,1255774,1320481,1351258,1358615,1397497,1466544,1495933,1498852,1508627,1535137,1552464,1497496,1444906,1202365,1131101,1135303,1140741,1191795,1213243,1256304,1289139,1426570,1445862,1471428,1470904,1468324,1487683,1510004,1572046,1649989,1682490,1674895,1698110,1744805,1758412,1798598,1836495,1904557,1942962,1947348,1964926,1924985,1945153,1971037,1990370,2001076,2005595,2052342,2127850,2085627,2064385,2100464,2090664,2170693,2222487,2197141,2221193,2252395,2096512,2191581,2242281
"27","Equals: Disposable personal income",170548,170245,178047,179916,185295,193025,199178,199673,194220,193991,194108,195034,209698,210065,217145,222384,229715,236737,239757,242499,243408,246447,253057,258904,262968,266799,266957,267217,269931,269820,271778,276713,282103,288631,295107,299354,303616,308551,313182,319894,323789,328145,332482,331974,333104,336028,343668,348811,353222,360377,362062,366634,371359,375715,377847,379358,383653,389432,396030,404186,409933,415826,419178,424193,429107,433739,440601,449437,460392,473838,481587,488675,496020,504149,519863,531956,541375,547242,558165,569061,579322,586696,597752,607280,623954,640688,649389,661666,669756,684950,707480,721137,737168,754520,774022,782186,805328,826350,838808,853832,866754,880815,905843,949861,968678,995679,1018430,1050700,1064035,1083985,1114191,1140869,1160434,1228887,1233647,1264165,1293610,1311899,1342259,1372140,1400016,1437330,1479197,1528880,1566088,1615146,1656310,1698742,1751759,1783413,1836023,1883828,1947118,1977275,2046297,2125848,2177992,2217133,2302221,2339999,2375323,2412547,2462319,2497228,2541526,2582521,2655754,2732912,2817775,2892421,2953265,2995748,3023121,3106975,3121548,3176623,3241309,3279358,3317667,3342776,3405257,3405848,3499570,3577374,3658510,3737002,3819629,3894693,3984353,4026199,4076921,4143873,4236338,4304603,4357787,4377750,4411695,4468169,4516830,4587352,4708928,4787216,4840071,4896050,4943687,4992314,5018395,5082376,5134268,5214909,5282990,5383972,5456604,5503922,5577048,5634300,5719234,5810282,5882311,5953959,6037244,6106041,6194206,6305191,6438428,6538701,6624939,6694894,6772954,6825258,6908215,7053392,7248485,7361611,7493259,7561729,7682066,7704706,7887171,7792234,7982641,8097846,8130305,8216348,8293744,8396995,8591589,8653708,8765674,8926832,9030350,9222476,9166232,9308890,9436218,9631824,9869055,9972745,10070760,10186422,10370185,10481022,10549508,10660455,10779851,11090176,10969677,10899131,10787251,10952095,10903012,10984568,11084066,11279397,11379686,11512757,11731653,11821422,11930598,12008641,12317344,12459131,12405445,12820583,12351229,12452489,12557126,12658047,12894477,13132356,13321391,13480327,13622086,13728330,13859068,13927682,14045800,14120447,14245148,14399918,14632653,14822832,14984248,15167770,15462953,15685872,15876070,16041292,16196046,16258409,16400478,16539568,16698583,18360794,17661921,17259790
"28","Less: Personal outlays",157953,161769,165413,169544,172532,176353,179301,180214,179077,180787,180212,182784,185530,189511,203368,200895,212172,207873,210564,214582,216050,220284,222975,231280,235032,236989,237823,237337,239350,242093,244790,249426,255864,261172,265592,269773,271551,274339,277638,283103,287700,290052,294703,296385,295929,298793,303808,307797,315351,321600,327066,329414,333093,339172,339277,341335,341907,346838,349808,357207,362497,368363,372489,378974,382931,387298,394668,399597,409309,417585,426841,429632,440473,447875,457272,471357,481915,487305,496600,502578,507089,516788,523790,531405,549760,563908,580558,589777,602309,614341,625009,637435,648912,659113,671283,678237,697639,712146,725066,741768,759398,778380,797157,822223,846972,863023,881805,898440,915330,944362,973943,984329,1011792,1040418,1074775,1104028,1137301,1157103,1186851,1221106,1258165,1286950,1318773,1357753,1388476,1447498,1479805,1520247,1556720,1598271,1653946,1698947,1751346,1753644,1812243,1882975,1941428,1975702,2019574,2038756,2082113,2110902,2159330,2221729,2263170,2330614,2403934,2458922,2505960,2566515,2607186,2658143,2740465,2789648,2865153,2893289,2940144,2969349,3035963,3073244,3102246,3172664,3238648,3272957,3355515,3417436,3489624,3565308,3626311,3693928,3751727,3799474,3884466,3930627,3997087,4019820,4028256,4083228,4130486,4158219,4255111,4311212,4387954,4462503,4508330,4577980,4646126,4713653,4783888,4850140,4925757,5002809,5042562,5124058,5195429,5261601,5337744,5432483,5491950,5574531,5658113,5702461,5815830,5905160,5961518,6082636,6181113,6285574,6356543,6487338,6594639,6732983,6893765,6997885,7121289,7227867,7299718,7349557,7377745,7481658,7509066,7595043,7679623,7756674,7842899,7932819,8093230,8191510,8330453,8442186,8580434,8749931,8854994,9018602,9203064,9306294,9455985,9587516,9720794,9810521,9957305,10070473,10182575,10307109,10357471,10469663,10497503,10234432,10155457,10158811,10293494,10354415,10434245,10519748,10605778,10734789,10866419,10994379,11088075,11147020,11308993,11353343,11399336,11514399,11609920,11626354,11717667,11866097,11975866,12164170,12331449,12473269,12535472,12701851,12842483,12902592,13004304,13158844,13300597,13447407,13625068,13728123,13866976,14103429,14274114,14467858,14628165,14746778,14841539,15072311,15219917,15335806,15103272,13589967,14887142,15012443
"29","    Personal consumption expenditures",156161,160031,163543,167672,170372,174142,177072,177928,176831,178446,177806,180249,182920,186806,200505,197946,209207,204942,207616,211590,212969,217088,219553,227670,231220,232960,233666,233112,235154,237885,240303,245093,251398,256466,260651,264639,266156,268834,272075,277445,281889,284176,288750,290368,289888,292819,297893,301823,309449,315505,320725,322842,326364,332208,332126,334024,334520,339455,342332,349593,354822,360458,364333,370618,374283,378413,385394,390049,399581,407536,416422,418987,429711,436642,445804,459736,470136,475189,484291,490060,494317,503458,510717,518249,536297,550014,566122,574977,587005,598337,608626,620586,631685,641570,653482,660161,679186,693225,705599,721739,738948,757364,775799,800502,825007,840527,858877,873887,891868,920422,949276,959079,985190,1013582,1047192,1076223,1109908,1129540,1158806,1192408,1228212,1255980,1286905,1324804,1354053,1411385,1442217,1481354,1517141,1557635,1611867,1655035,1702302,1704723,1763771,1831874,1885734,1917524,1958099,1974447,2014155,2039645,2085671,2145554,2184589,2249438,2319895,2372496,2418165,2475876,2513523,2561797,2636008,2681764,2754148,2779400,2823648,2851456,2917201,2952807,2983513,3053330,3117358,3150916,3231896,3291716,3361899,3434539,3490172,3553767,3609399,3653692,3737948,3783421,3846700,3867909,3873562,3926932,3973269,4000032,4100401,4155660,4226971,4307205,4349515,4418581,4487189,4552651,4621223,4683163,4752761,4826713,4862436,4933609,4998662,5055655,5130615,5220499,5274505,5352763,5433105,5471267,5579179,5663610,5721342,5832566,5926846,6028238,6102532,6225300,6328908,6459573,6613597,6707514,6815369,6912095,6986889,7036337,7064655,7174656,7209940,7302112,7390943,7467749,7555778,7642600,7802573,7891485,8027745,8133005,8264342,8425557,8522955,8671428,8849203,8944885,9090652,9210245,9333029,9407453,9549431,9644740,9753799,9877752,9934253,10052843,10080964,9837261,9756126,9760216,9895401,9957092,10040485,10131767,10220606,10350484,10485358,10612125,10705367,10761586,10922442,10964858,11014245,11125711,11223180,11239592,11330946,11475123,11574229,11756878,11915359,12044547,12099073,12255535,12389313,12446001,12551649,12707522,12841158,12979520,13153192,13241268,13370922,13596036,13755546,13939903,14086264,14191412,14276587,14497320,14645313,14759183,14545460,13097348,14401538,14537004
"30","    Personal interest payments4",865,911,954,1013,1156,1251,1300,1364,1391,1498,1604,1740,1830,1953,2128,2207,2232,2218,2202,2231,2333,2451,2612,2789,2942,3147,3254,3343,3372,3359,3383,3454,3614,3867,4096,4267,4436,4528,4557,4632,4722,4797,4890,4960,5016,4956,4938,4959,5111,5302,5548,5780,5969,6169,6312,6422,6449,6447,6476,6581,6598,6803,7050,7254,7453,7743,8078,8337,8468,8743,9082,9294,9470,9855,10072,10183,10336,10576,10684,10880,10990,11012,11089,11220,11496,11911,12292,12742,13236,13718,14119,14493,14745,14944,15218,15473,15814,16203,16581,17049,17425,17863,18167,18426,18950,19427,19828,20180,20150,20557,21195,21693,22949,23216,23567,23768,23122,23300,23623,24079,25242,26137,26996,28001,29334,30710,32121,33128,33892,34860,35989,37295,42514,42231,41465,43712,44853,46941,49731,52015,54863,57576,59598,61794,64425,66319,68478,70488,71380,73678,76542,78573,86184,89500,91861,94684,96271,97304,97541,98062,96601,96468,97388,98054,98744,100249,102127,104172,109071,112440,114254,116466,117193,117528,119190,119825,120012,120393,120052,119326,118188,117171,115299,113939,114504,114371,112942,113783,114058,117416,122728,125245,129336,139164,143718,149459,151677,154694,159271,162419,162666,168046,172484,175759,174245,181987,183889,183611,180417,185671,189278,194497,201056,208250,222317,227717,223963,222652,220541,213010,203998,197149,192123,189408,188991,190217,191297,193142,195389,198540,203452,211571,220483,228354,234589,238665,249249,250496,262194,271782,271807,288280,289693,288483,279010,270605,269800,255837,254557,254057,254126,253364,248820,244430,240459,237534,233412,232187,231290,231392,231854,232670,233015,232127,230500,228885,228532,230230,236545,239347,244625,254715,255912,263078,268148,271533,266711,270873,274875,279518,284010,293068,301980,310082,318320,325912,338554,348863,355108,364688,364894,364636,352948,286012,287183,270477
"31","    Personal current transfer payments",926,827,916,859,1004,959,930,923,855,843,803,795,780,752,734,742,732,713,746,761,748,745,810,821,870,882,902,882,825,849,1104,878,853,839,845,867,959,977,1006,1026,1089,1079,1063,1057,1026,1018,977,1015,791,792,793,792,760,795,840,889,938,936,1000,1034,1077,1102,1107,1102,1195,1142,1196,1211,1259,1306,1337,1350,1291,1378,1396,1439,1443,1541,1625,1639,1781,2319,1984,1936,1968,1982,2144,2058,2067,2286,2264,2355,2482,2599,2583,2604,2639,2718,2887,2980,3025,3153,3191,3295,3015,3068,3100,4373,3312,3383,3472,3557,3652,3620,4016,4036,4272,4263,4422,4619,4711,4833,4872,4948,5089,5402,5468,5765,5687,5775,6090,6616,6530,6690,7007,7389,10841,11237,11744,12294,13095,13681,14061,14380,14156,14856,15561,15938,16415,16960,17120,17773,18274,18384,19144,19205,20225,20589,21221,22375,22132,22866,23902,23986,24875,25471,25598,26598,27068,27722,28074,29315,29325,29678,31198,32086,34683,35903,37165,38861,36522,38380,45685,41359,44311,45028,45996,47219,48607,49562,50268,50852,50791,51284,53049,56487,55452,57290,58175,59349,62343,63147,64167,65791,65931,68083,70377,73725,73593,76366,76453,78913,79111,82121,83603,88054,88866,90569,92549,93992,95128,95783,96556,99516,98130,100002,99360,106883,107319,110641,112640,112803,111555,118820,119272,122743,116083,126775,125571,131286,136066,137454,139083,140873,144208,146215,146739,141335,144774,144538,143967,143959,144939,143551,144713,146771,147650,150067,151418,154042,154698,155814,152076,156560,156240,157877,158188,160744,165093,167945,171464,174007,180487,183237,185021,185058,185944,180449,184564,188369,187867,193787,194075,197311,200248,202042,203348,206503,209844,210303,209710,211988,204865,206606,198421,204962
"32","        To government",202,211,224,239,252,267,286,299,311,319,323,319,308,308,318,322,340,345,354,357,356,361,374,385,398,406,414,422,437,441,436,434,425,419,433,443,463,481,494,514,545,563,575,585,586,582,573,555,335,320,313,312,312,327,352,377,430,464,492,518,537,546,547,542,519,522,532,547,599,606,605,598,555,558,580,619,691,749,809,863,921,967,1004,1036,1032,1038,1040,1046,1075,1106,1144,1187,1222,1259,1299,1344,1371,1422,1479,1548,1673,1765,1831,1875,1831,1820,1828,1861,1940,2015,2108,2209,2304,2424,2556,2688,2828,2959,3082,3203,3307,3421,3516,3620,3705,3802,3908,4009,4139,4259,4386,4528,4642,4830,5047,5289,5612,5856,6075,6261,6691,6924,7187,7462,7720,7988,8277,8535,8779,9055,9306,9532,9863,10220,10607,11010,11344,11720,12055,12717,12662,12911,13507,13696,14153,14759,15071,15401,15921,16293,16677,17081,17275,17876,18658,19599,20927,22068,23111,24178,24987,25777,26383,26833,28042,28331,28682,29221,30114,30696,31182,31576,31883,32343,32886,33480,34027,34633,35235,35829,37240,38019,38583,38954,39052,39340,39996,41064,42288,43516,44672,45772,46936,48128,49340,50596,51536,52456,53388,54304,55172,55996,56788,57564,58508,59692,61092,62744,64848,66358,67653,68738,70264,71154,72067,73015,74382,74880,75535,76345,78011,78834,79594,80271,80544,80983,81185,81170,80588,80276,79900,79465,79535,79279,79280,79522,80426,81461,82685,84107,85192,86329,86866,86812,86629,86779,87544,88894,90883,92641,94234,95667,99447,100744,101568,101905,102978,103086,103433,104020,105680,106581,107578,108691,109817,110921,111936,112891,114229,114941,115523,115979,112209,112462,112957,113554
"33","        To the rest of the world (net)",724,616,692,620,752,692,644,624,544,524,480,476,472,444,416,420,392,368,392,404,392,384,436,436,472,476,488,460,388,408,668,444,428,420,412,424,496,496,512,512,544,516,488,472,440,436,404,460,456,472,480,480,448,468,488,512,508,472,508,516,540,556,560,560,676,620,664,664,660,700,732,752,736,820,816,820,752,792,816,776,860,1352,980,900,936,944,1104,1012,992,1180,1120,1168,1260,1340,1284,1260,1268,1296,1408,1432,1352,1388,1360,1420,1184,1248,1272,2512,1372,1368,1364,1348,1348,1196,1460,1348,1444,1304,1340,1416,1404,1412,1356,1328,1384,1600,1560,1756,1548,1516,1704,2088,1888,1860,1960,2100,5229,5381,5669,6033,6404,6757,6874,6918,6436,6868,7284,7403,7636,7905,7814,8241,8411,8164,8537,8195,8881,8869,9166,9658,9470,9955,10395,10290,10722,10712,10527,11197,11147,11429,11397,12234,12050,11802,12540,12487,13756,13835,14054,14683,11535,12603,19302,14526,16269,16697,17314,17998,18493,18866,19086,19276,18908,18941,20163,23007,21425,22657,22940,23520,25103,25128,25584,26837,26879,28743,30381,32661,31305,32850,31781,33141,32175,33993,34263,37458,37330,38113,39161,39688,39956,39787,39768,41952,39622,40310,38268,44139,42471,44284,44987,44066,41291,47666,47206,49728,41701,51895,50036,54941,58054,58619,59488,60603,63664,65232,65554,60165,64186,64263,64067,64494,65404,64272,65433,67249,67223,68606,68733,69934,69505,69485,65209,69748,69611,71098,70645,71850,74209,75304,77230,78339,81039,82494,83453,83153,82967,77363,81131,84349,82187,87206,86497,88620,90431,91121,91412,93612,95615,95362,94186,96008,92655,94144,85464,91408
"34","Equals: Personal saving",12595,8476,12635,10372,12763,16672,19876,19458,15143,13204,13895,12250,24168,20554,13777,21489,17543,28863,29193,27918,27357,26163,30082,27624,27936,29810,29134,29880,30581,27727,26989,27288,26238,27459,29515,29581,32065,34212,35544,36791,36089,38092,37779,35588,37174,37235,39860,41014,37871,38777,34996,37220,38266,36543,38570,38023,41746,42594,46222,46979,47437,47464,46689,45220,46175,46441,45932,49841,51083,56253,54746,59043,55548,56274,62591,60599,59459,59937,61565,66483,72234,69908,73961,75875,74194,76781,68831,71889,67448,70609,82471,83702,88257,95407,102739,103948,107689,114205,113742,112064,107356,102435,108686,127638,121706,132656,136625,152260,148705,139623,140248,156540,148642,188469,158871,160137,156309,154796,155407,151034,141850,150380,160425,171127,177613,167649,176505,178495,195039,185142,182076,184881,195772,223632,234053,242873,236564,241431,282647,301243,293210,301645,302989,275499,278356,251907,251819,273989,311815,325906,346080,337606,282656,317327,256395,283334,301165,310010,281704,269531,303011,233184,260922,304418,302995,319566,330006,329384,358042,332270,325194,344399,351872,373976,360699,357931,383438,384941,386344,429134,453817,476004,452116,433547,435356,414334,372269,368723,350380,364769,357234,381162,414042,379864,381620,372699,381489,377798,390361,379428,379132,403580,378376,400031,476910,456065,443827,409321,416411,337920,313576,320409,354720,363726,371971,333862,382348,355148,509425,310576,473575,502802,450681,459674,450845,464176,498359,462197,435221,484646,449916,472544,311238,290287,233154,325530,413071,385229,349966,375901,412880,410549,366933,353347,422380,620512,472174,664699,631794,793284,609518,630152,649821,759649,773908,777968,865234,827042,842523,861621,1008351,1105788,1006109,1306183,741310,826134,839459,791950,918611,968187,989942,1007059,1086614,1026480,1016585,1025090,1041496,961602,944551,952511,1007585,1094709,1117272,1064341,1188838,1218014,1247904,1294514,1354507,1186098,1180561,1203762,1595311,4770827,2774779,2247347
"35","    Personal saving as a percentage of disposable personal income",7.4,5.0,7.1,5.8,6.9,8.6,10.0,9.7,7.8,6.8,7.2,6.3,11.5,9.8,6.3,9.7,7.6,12.2,12.2,11.5,11.2,10.6,11.9,10.7,10.6,11.2,10.9,11.2,11.3,10.3,9.9,9.9,9.3,9.5,10.0,9.9,10.6,11.1,11.3,11.5,11.1,11.6,11.4,10.7,11.2,11.1,11.6,11.8,10.7,10.8,9.7,10.2,10.3,9.7,10.2,10.0,10.9,10.9,11.7,11.6,11.6,11.4,11.1,10.7,10.8,10.7,10.4,11.1,11.1,11.9,11.4,12.1,11.2,11.2,12.0,11.4,11.0,11.0,11.0,11.7,12.5,11.9,12.4,12.5,11.9,12.0,10.6,10.9,10.1,10.3,11.7,11.6,12.0,12.6,13.3,13.3,13.4,13.8,13.6,13.1,12.4,11.6,12.0,13.4,12.6,13.3,13.4,14.5,14.0,12.9,12.6,13.7,12.8,15.3,12.9,12.7,12.1,11.8,11.6,11.0,10.1,10.5,10.8,11.2,11.3,10.4,10.7,10.5,11.1,10.4,9.9,9.8,10.1,11.3,11.4,11.4,10.9,10.9,12.3,12.9,12.3,12.5,12.3,11.0,11.0,9.8,9.5,10.0,11.1,11.3,11.7,11.3,9.3,10.2,8.2,8.9,9.3,9.5,8.5,8.1,8.9,6.8,7.5,8.5,8.3,8.6,8.6,8.5,9.0,8.3,8.0,8.3,8.3,8.7,8.3,8.2,8.7,8.6,8.6,9.4,9.6,9.9,9.3,8.9,8.8,8.3,7.4,7.3,6.8,7.0,6.8,7.1,7.6,6.9,6.8,6.6,6.7,6.5,6.6,6.4,6.3,6.6,6.1,6.3,7.4,7.0,6.7,6.1,6.1,5.0,4.5,4.5,4.9,4.9,5.0,4.4,5.0,4.6,6.5,4.0,5.9,6.2,5.5,5.6,5.4,5.5,5.8,5.3,5.0,5.4,5.0,5.1,3.4,3.1,2.5,3.4,4.2,3.9,3.5,3.7,4.0,3.9,3.5,3.3,3.9,5.6,4.3,6.1,5.9,7.2,5.6,5.7,5.9,6.7,6.8,6.8,7.4,7.0,7.1,7.2,8.2,8.9,8.1,10.2,6.0,6.6,6.7,6.3,7.1,7.4,7.4,7.5,8.0,7.5,7.3,7.4,7.4,6.8,6.6,6.6,6.9,7.4,7.5,7.0,7.7,7.8,7.9,8.1,8.4,7.3,7.2,7.3,9.6,26.0,15.7,13.0
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","    Personal income excluding current transfer receipts, billions of chained (2012) dollars5",1470817,1459181,1465009,1474650,1502403,1530541,1550626,1563150,1524110,1521240,1521962,1524870,1581631,1633565,1685218,1718500,1731056,1778222,1805901,1814452,1822906,1850012,1881581,1923655,1946563,1970338,1957696,1946675,1932626,1928966,1946301,1980103,2015885,2062671,2102744,2130705,2155603,2178196,2188648,2224248,2228602,2237157,2247012,2222152,2190101,2190178,2242447,2281558,2299912,2342974,2342004,2359740,2396215,2410824,2413106,2405147,2416086,2448638,2481100,2534535,2561912,2596996,2615671,2640466,2656168,2686127,2713498,2755203,2791509,2842085,2886577,2926057,2972851,3014878,3065126,3138618,3180505,3209872,3249171,3279630,3313597,3330662,3367530,3393835,3448202,3499211,3554169,3591891,3623915,3664469,3717645,3742367,3763565,3762262,3794409,3770564,3819106,3848979,3875649,3926467,3993730,4046894,4120991,4247322,4263109,4298674,4329182,4384872,4300682,4251839,4249102,4225406,4177939,4184138,4223274,4268075,4320563,4374831,4410086,4453506,4476520,4539043,4594646,4704133,4738892,4815685,4864709,4916740,4976074,4939646,4952020,4969550,4956949,4917806,4918026,5016180,5020776,5044292,5140766,5130612,5130732,5156870,5126185,5123351,5154935,5196734,5256798,5387335,5494247,5596769,5692982,5746549,5780719,5805119,5839126,5909377,5959504,6031050,6075529,6112116,6149269,6192216,6258634,6368727,6421106,6473162,6540316,6607513,6700724,6691259,6728261,6780084,6802657,6851699,6843815,6758455,6707450,6735316,6756351,6784872,6868272,6939332,6969379,7030604,6997746,7053868,7063694,7132203,7159052,7262156,7297641,7390285,7446661,7487280,7556295,7633051,7710102,7807175,7883697,7953000,8058292,8149708,8271287,8419930,8619309,8763801,8874492,8962340,9030065,9068058,9144829,9309482,9534544,9629766,9742400,9773234,9856743,9807927,9780063,9749433,9742508,9754260,9726240,9762687,9746135,9848920,9914610,10026919,10026941,10145034,10249800,10395773,10316740,10419838,10471130,10635904,10866757,10914661,10925515,11108096,11205507,11265188,11255573,11244012,11263558,11129833,11048766,11100428,10667458,10571412,10453775,10448295,10454297,10661272,10766182,10859210,11120131,11123063,11215788,11248736,11498596,11610129,11543667,11934141,11485121,11596377,11627259,11693460,11885367,12022150,12172009,12350576,12562319,12603960,12686069,12762937,12800395,12793867,12868088,12955402,13092761,13241704,13355308,13500496,13593834,13681867,13819191,13899820,14014757,14001143,14037397,14119504,14173639,13383319,13896395,14048010
"","    Disposable personal income:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
